company,title,sentiment
Infosys,"After layoffs at Narayana Murthy’s Infosys, another company to cut 2000 jobs in…, to shakes up its…, the nam - India.Com",Neutral
Infosys,Bengaluru Infosys Employee Turns Bike Taxi Rider to Stay Productive and Combat - newskarnataka.com,Neutral
Infosys,"Infosys, TCS, Persistent Systems, other IT stocks decline up to 5% ahead of Trump tariff reveal - Moneycontrol",Negative
Infosys,"Jefferies downgrades, cuts target of IT stocks by up to 35%; highlights top picks - CNBC TV18",Positive
Infosys,"Infosys enforces strict training criteria, lays off trainees - peoplematters.in",Neutral
Infosys,"LinkedIn Top Companies 2025 India: TCS, Accenture, Infosys, Cognizant and others; 25 workplaces to grow your career - FULL LIST - ET Now",Positive
Infosys,Abacus FCF Advisors LLC Invests $1.82 Million in Infosys Limited (NYSE:INFY) - MarketBeat,Negative
Infosys,"Computing India’s AI future: Google, Infosys, TCS, others look to chip in - StartupNews.fyi",Neutral
Infosys,"Stock Market Highlight: Nifty Ends Above 22,500, Sensex Up 1,000 Points; Infosys Among Top Gainers - NDTV Profit",Positive
Infosys,"TCS, Accenture, Infosys Among LinkedIn’s Top Companies – What Makes Them The Dream Employers Of 2025? - Goodreturns",Positive
Infosys,Infosys Employee Moonlighting as Bike Taxi Rider in Bengaluru Goes Viral - Deccan Chronicle,Neutral
Infosys,"Infosys, Wipro, TCS among tech giants blacklisted in US recruiter's leaked email: 'Not the right fit' - Hindustan Times",Positive
Infosys,"Bad news for employees of this company, over 700 sacked due to..., not Narayana Murthy's Infosys, Ratan Tata' - India.Com",Negative
Infosys,"Infosys, TCS, Tech Mahindra, HCL Tech, Wipro: IT stocks tumble after 'Liberation Day' announcement, check details - Business Today",Neutral
Infosys,"Q4 Results 2025: When Will TCS, Infosys, HCLTech, LTIMindtree And Other IT Firms Announce Earnings? - NDTV Profit",Negative
Infosys,Jefferies says 'buy' Infosys on attractive risk-reward but cuts share price target by 15% - CNBC TV18,Positive
Infosys,Infosys Share Price Falls ₹43 – Sharp 3.05% Drop Jolts Investors on 9 April - Hindustan Herald,Negative
Infosys,"How Trump tariffs may affect TCS and Infosys, as per Moody's - CNBC TV18",Neutral
Infosys,"From TCS To Infosys, Here Are The Top 10 Companies To Work For In India In 2025 According To LinkedIn - Mashable India",Positive
Infosys,"Nifty IT Index Jumps 3%, Led By Persistent Systems, Coforge & Infosys - News18",Neutral
Infosys,Bad news for India's IT sector employees as new company formations decline by 90% due to...; Infosys home Ben - India.Com,Negative
Infosys,"TCS, Infosys to Coforge: Indian IT stocks bleed up to 6% as US recession fears mount. Is the worst yet to come? - Mint",Negative
Infosys,"Infosys Q4 results date and time, Dividend 2025 News: Cash reward announcement in board meeting? Quarterly earnings schedule - ET Now",Neutral
Infosys,Infosys Deepens AI-Powered Banking Partnership: Major Win with AIB's Digital Transformation - Stock Titan,Positive
Infosys,"Buy, Sell Or Hold: Trent, L&T, Titan, Infosys, Tata Motors, Bajaj Finserv, Bharat Forge — Ask Profit - NDTV Profit",Neutral
Apple,"Apple airlifts 600 tons of iPhones from India 'to beat' Trump tariffs, sources say - Reuters",Neutral
Apple,Apple said to be flying iPhones from India to US to avoid Trump tariffs - The Guardian,Neutral
Apple,How Apple Watch Ultra helped rescue an Australian surfer stranded in ocean waters - Hindustan Times,Neutral
Apple,Apple Stock Soars $400 Billion: Trump's Tariff Pause Drives 15% Surge - Deccan Herald,Neutral
Apple,"AI imagines Americans ‘slaving away’ in Nike, Tesla, Apple factories amid Donald Trump’s tariff row - Hindustan Times",Neutral
Apple,"Apple is no longer the world’s most valuable company, loses its position to… - Times of India",Positive
Apple,How Apple Fumbled Siri’s AI Makeover - The Information,Neutral
Apple,Trump’s tariffs & China chaos make ‘iForIndia’ Apple’s new iPhone game plan - The Economic Times,Negative
Apple,"Apple's foldable iPad and iPhone tipped to launch in 2026: 18.8-inch display, new design leaked - India TV News",Positive
Apple,Apple Watch new Vitals app helps woman detect her cancer early - India Today,Positive
Apple,How Apple 'flew' 5 flights full of iPhones from India and China in 3 days to beat Trump Tariffs - Times of India,Positive
Apple,Apple airlifts 600 tons of iPhones from India to dodge Trump's China tariffs - India Today,Neutral
Apple,When—and by how much—will Apple raise iPhone prices in the US? And why a 'Made in America' iPhone is unlik - The Economic Times,Positive
Apple,Apple Customers Dash to Stores to Buy iPhones Ahead of Tariffs - Bloomberg.com,Neutral
Apple,Apple eyeing India for iPhone production amid US tariff changes: Report - Business Today,Neutral
Apple,Exclusive | Apple Plans to Source More iPhones From India as Potential Tariff Fix - WSJ,Positive
Apple,Apple’s Anti-Tariff Tactic: Flying 1.5 Million iPhones From India - PYMNTS.com,Neutral
Apple,Apple turns to India to help ease Trump’s China tariffs - Financial Times,Neutral
Apple,Apple Intelligence features are now available in India - Apple,Positive
Apple,Apple quickly shipped 600 tons of iPhones to ‘beat’ the new tariffs - The Verge,Positive
Apple,"Apple flew more than a million iPhones out of India on cargo planes to beat tariffs, report says - Yahoo Finance",Positive
Apple,How Apple 'flew' 6 cargo planes to ship 1 million-plus iPhones from India to beat Trump Tariffs: 6-hour 'Green corridor' and more - Times of India,Positive
Apple,In Apple’s footsteps: Will these MNC also now focus on ‘Make in India’? 7 MNC stocks with upside potential - The Economic Times,Positive
Apple,Apple flies iphones from India and China to dodge Trump's tariffs: Report - India Today,Neutral
Apple,"Apple MacBook Air M4 review: the laptop to beat, now cheaper - The Guardian",Neutral
Apple,Apple looks to manufacture more iPhones in India as Trump’s tariffs hit China harder: Report - Times of India,Positive
Apple,Apple Reportedly Airlifted More than a Million iPhones from India to the U.S.: 'Wanted to Beat the Tariff' - Entrepreneur,Positive
Apple,Here’s how Apple could prevent iPhone prices from going up due to tariffs - MarketWatch,Negative
Apple,"Apple shares soar 15% after Trump tariff pause, marking best day since 1998 - The Indian Express",Positive
Apple,"Apple Exported $17 Billion in iPhones From India Last Year, Minister Says - Bloomberg.com",Neutral
Apple,Apple Loses Title of World's Most Valuable Company as China Tariffs Loom - Investopedia,Positive
Apple,Apple flies in 1.5 million iPhones from India to dodge Trump tariffs on China - Firstpost,Neutral
Apple,Here’s when iPhones may get more expensive - CNN,Neutral
Apple,What’s Wrong With Apple? - The New York Times,Negative
Apple,"Apple airlifts more than 1 million iPhones out of India to avoid Trump tariffs, Reuters reports - CBS News",Positive
Apple,What the tariff pause and China escalation mean for Apple shares - CNBC,Negative
Apple,Controlling Language and Diffusion Models by Transporting Activations - Apple Machine Learning Research,Neutral
Apple,Microsoft dethrones Apple as most valuable public company amid $350 iPhone tariff problem - Business Today,Positive
Apple,"Stocks slide as Dow drops 600 points, Apple, Tesla, Nvidia lose nearly 4% - Business Today",Positive
Apple,Will iPhones cost more because of Trump's tariffs on China? - BBC,Positive
Apple,Donald Trump wants Apple to make iPhones in the US — but the price might shock you - Mint,Positive
Apple,White House insists iPhones will be US-made – but Apple calls it a non-starter - The Guardian,Neutral
Apple,"Apple’s Steve Jobs dealt with the 2008 financial crisis by investing his way through the downturn, instead of slashing jobs and budgets—2 years later the iconic iPad was launched - Fortune",Positive
Apple,"Trump's tariffs: Apple, Samsung to up dispatch of India-made stuff - Times of India",Neutral
Apple,Watch These Apple Stock Price Levels Amid Tariff-Fueled Volatility - Investopedia,Neutral
Apple,Apple airlifts 1.5 million iPhones from India to US 'to beat' Trump tariffs: Report - Hindustan Times,Neutral
Apple,Massive consignments of Apple products were flown out of Chennai airport in the past few months - The Hindu,Negative
Apple,"Apple adds $400 billion to its market cap in one day, thanks to Donald Trump - Times of India",Positive
Apple,"WHAT THE CLASH? joins Apple Arcade in May, among five new games - Apple",Positive
Apple,"Apple is left without a life raft as Trump’s China trade war intensifies, analysts warn - CNBC",Neutral
Apple,How's Apple going to get out of its China jam? - Business Insider,Neutral
Apple,Apple's 3-day loss in market cap swells to almost $640 billion - CNBC,Neutral
Apple,Apple airlifts iPhones from India and China to US to beat the tariff deadline: Report - Mint,Neutral
Apple,Apple's $640 billion erosion in three days is equal to market cap of four Nifty 50 heavyweights - CNBC TV18,Neutral
Apple,"Apple’s iPhone Cost Could Rise 90% If It’s Made in US, BofA Says - Bloomberg.com",Neutral
Apple,Why Trump’s Dream of Made-in-the-USA iPhones Isn’t Going to Happen - Bloomberg.com,Neutral
Apple,Apple airlifted 600 tons of iPhones to the U.S. to try to beat Trump’s tariffs as customers scramble to secure devices before possible price increases - Yahoo Finance,Positive
Apple,Apple Stock Falls After Getting Two Negative Reports - Investor's Business Daily,Negative
Apple,These Apple users to finally get this much waited Instagram update- Here’s what we know - Hindustan Times,Positive
Apple,"Apple could give iPhone a radical makeover for its 20th anniversary, report says - Mint",Neutral
Apple,Apple's formula can mean a bumper crop: Is India ready? - The Economic Times,Positive
Apple,Apple eyes India for iPhone production as China faces 54% tariff: Report - The Economic Times,Positive
Apple,Apple Stock Resumes Its Slide After Posting Best Day Since 1998 - Investopedia,Positive
Apple,Apple and other companies could be exempted from Trump's tariffs - GSMArena.com news - GSMArena.com,Negative
Apple,An American-Made iPhone: Just Expensive or Completely Impossible? - WSJ,Negative
Apple,White House says iPhones can be made in the U.S. It won’t be easy. - The Washington Post,Positive
Apple,"Apple, Nvidia, Meta, and more Magnificent 7 stocks slide as the Nasdaq rally kicks into reverse - Yahoo Finance",Positive
Apple,Apple’s Worldwide Developers Conference returns the week of June 9 - Apple,Neutral
Apple,Apple TV+ unveils trailer for “Long Way Home” with Ewan McGregor and Charley Boorman - Apple,Negative
Apple,Apple's 4-day slide puts Microsoft back on top as most valuable company - CNBC,Positive
Apple,Here Are The 8 New Emoji Apple Brought To Your iPhone With iOS 18.4 - CNET,Positive
Apple,Apple's Macs are powering the PC market's recovery - Computerworld,Neutral
Apple,Report Reveals Internal Chaos Behind Apple's Siri Failure - MacRumors,Negative
Apple,I Drank Apple Cider Vinegar Every Day for a Week—Here's How I Felt - Verywell Mind,Neutral
Apple,Apple Stock Leads Tech Rebound After Worst 4-Day Stretch Since 2000 - Investopedia,Negative
Apple,Apple has best day since 1998 on Trump's 90-day tariff pause - CNBC,Positive
Apple,"Apple-UK data privacy row should not be secret, court rules - BBC",Negative
Apple,"Apple CEO Tim Cook is facing the most daunting moment of his career, but the former COO might be uniquely suited to navigate a tariff meltdown - Fortune",Positive
Apple,Apple celebrates iPhone 16 release day in one more country - 9to5Mac,Positive
Apple,Apple iPhone Price Hikes Are Now Looking Possible in the US - Bloomberg.com,Neutral
Apple,"EU decisions on Apple, Meta due in coming weeks, antitrust chief says - Reuters",Negative
Apple,"Could iPhones Really Cost $3,500 With Trump's Tariffs? We Do the Math - CNET",Positive
Apple,Tech analyst responds to Trump wanting Apple to make iPhones in U.S.: 'I don't think that's a thing' - CNBC,Neutral
Apple,Tools like Apple’s photo Clean Up are yet another nail in the coffin for being able to trust our eyes - The Conversation,Positive
Apple,Tomorrow's the Deadline to Claim Your Part of the $20 Million Apple Watch Payout - CNET,Neutral
Apple,EU preparing first fines against tech giants Apple and Meta - EL PAÍS English,Positive
Apple,Apples Grow On Sugarcane Fields When A Kolhapur Farmer Dreams Cultivating A Northern Crop In Southern Soil - ETV Bharat,Neutral
Apple,"iPhone could triple in price to $3,500 if they’re made in the US - CNN",Neutral
Apple,Exclusive: Apple supplier Luxshare weighs manufacturing in U.S. to tackle tariffs - Reuters,Neutral
Apple,Why BofA Says Apple’s Recent Tariff-Fueled Slump Could Be an Opportunity To Buy - Investopedia,Neutral
Apple,Apple Stock Catches an Upgrade. It Isn’t a Buy Now. - Barron's,Neutral
Apple,Apple’s supply chain under pressure from tariffs amid price hike speculation - South China Morning Post,Neutral
Apple,Apple - statistics & facts - Statista,Neutral
Apple,"Apple to Amazon: Why major Nasdaq, Dow stocks are up today | Explained - Hindustan Times",Positive
Apple,Apple and the other tech stocks with the most China manufacturing exposure as trade war breaks out - CNBC,Positive
Apple,Blog - Security research on Private Cloud Compute - Apple Security Research,Neutral
Apple,AI models like working a lot more with Apple's mobile platform than Google's - Business Insider,Positive
Apple,Apple scrambles to get iPhones to U.S. to beat tariffs - Axios,Neutral
Apple,Apple Intelligence features expand to new languages and regions today - Apple,Positive
Apple,"Apple TV+ debuts trailer for “Murderbot,” premiering May 16 - Apple",Neutral
Amazon,Announcing up to 85% price reductions for Amazon S3 Express One Zone | Amazon Web Services - Amazon Web Services,Neutral
Amazon,Amazon CEO Says Generative AI Will Reinvent Every Customer Experience - WSJ,Neutral
Amazon,"Amazon Ultimate Furniture Sale is LIVE! Minimum 40% off on mattresses, beds, recliners and more - Hindustan Times",Positive
Amazon,Jeff Bezos dinner at Mar-a-Lago 'led' to Melania Trump's $40 million Amazon Prime project that will also - Times of India,Neutral
Amazon,"Middle managers under fire: Layoffs at Google, Amazon and other big firms - peoplematters.in",Negative
Amazon,"Limited time Amazon deals: 70% off on best vacuum cleaners from top brands like Eureka Forbes, Dyson, and more - Mint",Positive
Amazon,"Samsung Galaxy S24 Ultra Gets Massive Price Cut On Amazon, Available At Just Rs 42,712 With Offers - Times Now",Positive
Amazon,Amazon Fresh Sees 90% Repeat Orders in Jaipur - Rediff MoneyWiz,Positive
Amazon,Amazon CEO sets out AI investment mission in annual shareholder letter - The Hindu,Neutral
Amazon,"Chinese sellers on Amazon to hike prices or exit US as tariffs soar, association says - Deccan Herald",Neutral
Amazon,How Jeff Bezos-Trump dinner at Mar-a-Lago helped Melania secure $40 million Amazon documentary deal - The Economic Times,Positive
Amazon,ICE director says US deportations should be run like ‘Amazon Prime’ – Here’s why - Mint,Neutral
Amazon,H-1B crackdown could hit tech giants hard – especially Amazon - Scroll.in,Negative
Amazon,LinkedIn names Amazon a top US company where people want to work for the eighth year in a row - AboutAmazon.com,Positive
Amazon,"Amazon Mega Electronics Days starts today! Up to 75% off on laptops, tablets, headphones and more - Hindustan Times",Positive
Amazon,Amazon Reportedly Tests Using Delivery Drivers for Emergency Response - PYMNTS.com,Neutral
Amazon,Amazon reportedly cancels some orders for Chinese goods as tariff war continues - USA Today,Neutral
Amazon,Amazon India will launch new Acer phones next week - GSMArena.com news - GSMArena.com,Positive
Amazon,Airbus and Amazon’s Kuiper team-up to offer LEO satellite network for HBCplus - Airbus Aircraft,Neutral
Amazon,Introducing Amazon Nova Sonic: Human-like voice conversations for generative AI applications | Amazon Web Services - Amazon Web Services,Neutral
Amazon,Amazon’s new Nova Sonic foundation model understands not just what you say—but how you say it - AboutAmazon.com,Positive
Amazon,"Why Apple, Amazon, Google are warning H-1B employees against leaving the US | All details here - Hindustan Times",Neutral
Amazon,Amazon Nova Reel 1.1: Featuring up to 2-minutes multi-shot videos | Amazon Web Services - Amazon Web Services,Neutral
Amazon,CEO Andy Jassy’s 2024 Letter to Shareholders - AboutAmazon.com,Neutral
Amazon,Speaking Your Language: Expanded language support in Amazon Q Developer | Amazon Web Services - Amazon Web Services,Neutral
Amazon,"Model customization, RAG, or both: A case study with Amazon Nova - Amazon Web Services",Neutral
Amazon,"iPhone 16e gets a huge ₹8,414 discount on Amazon – Here’s how the deal works - Hindustan Times",Positive
Amazon,Amazon launches inbound-only LTL service - Yahoo Finance,Neutral
Amazon,Amazon CEO says online sellers could pass tariff costs to customers - South China Morning Post,Neutral
Amazon,"Bad news for Indians working in Apple, Google, Amazon, Microsoft as tech giants ask Non-Citizen employees to. - India.Com",Negative
Amazon,Amazon CEO gives hard-nosed message to employees - TheStreet,Neutral
Amazon,Report: Amazon Cancels Orders From ‘Multiple Vendors’ After Tariffs Announcement - PYMNTS.com,Neutral
Amazon,AWS announces Pixtral Large 25.02 model in Amazon Bedrock serverless | Amazon Web Services - Amazon Web Services,Positive
Amazon,Scientists are ‘X-raying’ the Amazon and unlocking a lost human history - The Washington Post,Neutral
Amazon,Amazon Seeks Partners for $15 Billion Warehouse Expansion Plan - Bloomberg.com,Neutral
Amazon,Analysts send strong message on Amazon stock amid turmoil - TheStreet,Positive
Amazon,Amazon CEO sets out AI investment mission in annual shareholder letter - Reuters,Neutral
Amazon,Amazon’s new 'Buy for Me' feature helps customers find and buy products from other brands’ sites - AboutAmazon.com,Positive
Amazon,Chinese electronics company Anker starts raising prices on Amazon - Yahoo Finance,Neutral
Amazon,Effectively use prompt caching on Amazon Bedrock - Amazon Web Services,Positive
Amazon,Amazon CEO sets out AI investment mission in annual shareholder letter - The Economic Times,Positive
Amazon,Amazon Scrubs Wednesday Rocket Launch for Its Starlink Satellite Service Rival - CNET,Neutral
Amazon,"Capri aims to revive Michael Kors with lower prices, Amazon e-commerce sales - Reuters",Neutral
Amazon,"Trump tariffs mean higher prices, big losses for Amazon sellers that source from China - CNBC",Negative
Amazon,Amazon scales back inventory orders from China as tariff tensions escalate - India Today,Neutral
Amazon,Acer Smartphones Get Another Teaser on Amazon; Hints at Large Rear Camera Module - Gadgets 360,Positive
Amazon,"Amazon customers should prepare for higher prices on goods from China, CEO says - USA Today",Positive
Amazon,Implement human-in-the-loop confirmation with Amazon Bedrock Agents - Amazon Web Services,Neutral
Amazon,"Amazon enters real-time AI voice race with Nova Sonic, a unified voice model that senses emotion - GeekWire",Neutral
Amazon,"Prime Gaming April Content Update: Mafia III: Definitive Edition, Gravity Circuit, Minecraft Legends and More - primegaming.blog",Positive
Amazon,Amazon CEO Andy Jassy urges companies to invest heavily in AI - TechCrunch,Negative
Amazon,Where Will Amazon Stock Be In 5 Years? - Forbes,Neutral
Amazon,Amazon EC2 SSM Agent Flaw Patched After Privilege Escalation via Path Traversal - The Hacker News,Neutral
Amazon,Bad weather scrubs Amazon's launch of first Kuiper internet satellites - Reuters,Negative
Amazon,Airbus signs provisional deal with Amazon to provide connectivity to airlines - Reuters,Neutral
Amazon,"Expect Amazon prices to rise because of tariffs, CEO says - CNN",Neutral
Amazon,Dive back into Kindle book series with the new 'Recaps' feature now available in the US - AboutAmazon.com,Positive
Amazon,Watch Atlas V rocket launch 1st big batch of Amazon's Project Kuiper internet satellites - Space.com,Neutral
Amazon,"Amazon unveils a new AI voice model, Nova Sonic - TechCrunch",Positive
Amazon,"AWS Weekly Review: Amazon EKS, Amazon OpenSearch, Amazon API Gateway, and more (April 7, 2025) - Amazon Web Services",Positive
Amazon,"For scandal-ridden carbon credit industry, Amazon restoration offers redemption - Mongabay",Positive
Amazon,Amazon says its AI video model can now generate minutes-long clips - TechCrunch,Neutral
Amazon,Amazon lorry careers over roundabout and crashes - BBC,Neutral
Amazon,Tariffs create costly chaos for Amazon sellers — including the Trump supporters - The Washington Post,Neutral
Amazon,"Amazon considers $15 billion warehouse expansion plan, Bloomberg News reports - Reuters",Neutral
Amazon,‘Carrie’ TV Series From Mike Flanagan Officially Greenlit at Amazon - Variety,Neutral
Amazon,Exclusive: Chinese sellers on Amazon to hike prices or exit US as tariffs soar - Reuters,Neutral
Amazon,Accelerate operational analytics with Amazon Q Developer in Amazon OpenSearch Service - Amazon Web Services,Neutral
Amazon,Amazon delays first Kuiper internet satellite launch due to bad weather - CNBC,Negative
Amazon,"Amazon Stock Falls As Jassy Defends AI Spending, Says Sellers Would Pass Along Tariffs Costs - Investor's Business Daily",Neutral
Amazon,These Amazon Promo Codes Can Save You Up To 80% - Forbes,Neutral
Amazon,Amazon's CEO sees evidence of people stockpiling — and says that sellers will likely pass tariff costs onto shoppers - Business Insider,Neutral
Amazon,"‘Crouching Tiger, Hidden Dragon’ TV Series in Development at Amazon - Variety",Negative
Amazon,Amazon CEO Andy Jassy says he believes sellers will pass increased tariff costs on to consumers - CNBC,Neutral
Amazon,"15-hour-plus Raid on Amazon and Flipkart warehouses: Geysers, Food Mixers and Sportswear with fake ISI ma - Times of India",Negative
Amazon,Bank of America Sees Opportunities for Amazon Amid Tariff Uncertainty - Investopedia,Neutral
Amazon,"New official Google Pixel 9a cases hit $24 Amazon all-time low, but you can just score them for FREE - 9to5Toys",Positive
Amazon,An Amazon AI Leader Tells BI Why Vibe Coding Is Here to Stay - Business Insider,Neutral
Amazon,Kathryn Newton To Star & Produce ‘Just One Day’ Series For Amazon Studios Based On Gayle Forman YA Novels - Deadline,Neutral
Amazon,Amazon’s $20bn push into orbit targets SpaceX and China - The Economist,Neutral
Amazon,"Amazon makes it easier for developers and tech enthusiasts to explore Amazon Nova, its advanced Gen AI models - AboutAmazon.com",Positive
Amazon,Largest online retailers in the U.S. 2023 - Statista,Neutral
Amazon,Rep. Marjorie Taylor Greene scooped up shares of Amazon and Dell when stocks were down 40% from Trump’s tariff whiplash - Fortune,Negative
Amazon,"Upgraded 24GB M4 MacBook Air hits new Amazon low from $1,329, more from $890 - 9to5Toys",Positive
Amazon,Amazon is Cancelling Some Merchandise Orders from China - WSJ,Neutral
Amazon,"Meta, Amazon Stock Price Targets Cut By Analyst. Here's How Wall Street Views Tech Giants' Tariff Risk. - Investor's Business Daily",Neutral
Amazon,"Crouching Tiger, Hidden Dragon TV Series Is in Development at Amazon Prime Video - Game Rant",Negative
Amazon,AI meets YQ: We asked Amazon Nova to analyze — and grade — Andy Jassy's annual letters - GeekWire,Neutral
Amazon,Amazon’s AI-powered ‘Interests’ feature automatically finds new products that match your passions and hobbies - AboutAmazon.com,Positive
Amazon,Here’s what to expect from Project Kuiper’s first full-scale satellite launch - AboutAmazon.com,Positive
Amazon,Amazon Cancels Some Inventory Orders From China After Tariffs (AMZN) - Bloomberg.com,Neutral
Amazon,Read Amazon CEO's annual letter. He predicts AI will get cheaper thanks to chip improvements. - Business Insider,Positive
Amazon,'Carrie' Series Ordered by Amazon - The Hollywood Reporter,Neutral
Amazon,META_TITLE_QUOTE - Yahoo Finance,Neutral
Amazon,Amazon CEO Says Investing in Generative AI Is Key to Remaining ‘Competitive’ - Barron's,Neutral
Amazon,Launch of First Amazon Project Kuiper Internet Satellites Is Scrubbed - The New York Times,Positive
Amazon,"Karnataka to collect 5% cess from aggregator platforms like Amazon-Flipkart, Ola-Uber for Gig Workers'... - Moneycontrol",Neutral
Amazon,Amazon cancels some orders from China amid Trump’s tariffs - South China Morning Post,Neutral
Amazon,"Amazon Kuiper launches first satellites to take on SpaceX's Starlink, capitalize on anti-Musk fervor - CNBC",Positive
Amazon,Amazon Nova Reel 1.1 AI Model Released; Can Generate Up to Two-Minute-Long Videos - Gadgets 360,Neutral
Infosys,"Infosys, Wipro, other IT stocks in focus after ADRs decline following weak TCS Q4 results - The Economic Times",Negative
Infosys,"Stocks to watch: TCS, Bharti Hexacom, Infosys, BHEL among shares in focus today - Mint",Neutral
Infosys,"Infosys Q4 Results 2025 date, time ANNOUNCED: Quarterly earnings, board meeting, press conference schedule - ET Now",Neutral
Infosys,Infosys to release Q4FY25 results on April 17 – Here is what to expect - financialexpress.com,Neutral
Infosys,"Infosys employee works as bike taxi rider in Bengaluru instead of doom scrolling, make extra money; netizens react - Deccan Herald",Neutral
Infosys,Bengaluru woman shocked to find bike taxi rider is an Infosys employee; here’s the full story - The Indian Express,Negative
Infosys,‘Why Waste Time Scrolling?’ Infosys Employee Takes Up Bike Taxi Gig On Weekends - News18,Negative
Infosys,"IT earnings season set to begin; TCS, Infosys, Coforge in focus as analysts weigh in - Zee Business",Neutral
Infosys,Infosys extends strategic partnership with AIB to boost digital transformation - CNBC TV18,Neutral
Infosys,"Largest individual shareholder in Infosys is not Narayana Murthy, Sudha Murty, Rohan Murty, Akshata Murty, Na - India.Com",Neutral
Infosys,"TCS, Accenture, and Infosys among best workplaces in India for 2025: LinkedIn - peoplematters.in",Positive
Infosys,"LinkedIn's 2025 top companies in India: TCS, Accenture, Infosys top in list - Business Standard",Positive
Infosys,"Ratan Tata’s TCS, Narayan Murthy’s Infosys among.... LinkedIn report reveals stunning truth - India.Com",Positive
Infosys,"Bengaluru Woman Meets Infosys Employee Who Works As Bike Taxi Rider: ""Instead Of Doom-Scrolling..."" - NDTV",Neutral
Infosys,Infosys Share Price Highlights: Infosys Stock Price History - The Economic Times,Positive
Infosys,Infosys extends strategic partnership with AIB for digital banking transformation; shares up by 1.46% on NSE - BusinessLine,Neutral
Infosys,"Top stocks to watch: TCS, Tata Steel, GAIL, Infosys, BHEL, Sun Pharma, NBCC, Bharti Hexacom & Eternal - Business Today",Positive
Infosys,"Coforge, Wipro, Infosys lead Nifty IT rebound as Trump's tariff pause eases business jitters - Moneycontrol",Neutral
Infosys,Infosys Q4 FY2025 Date And Time Announced! Check Earning Schedule of Narayana Murthy's Led IT Firm - Republic World,Negative
Infosys,"From TCS, Infosys, Bharti Hexacom to Tata Steel – Here are 8 stocks to watch - financialexpress.com",Neutral
Infosys,"Bad news for this IT company employees as many people to be sacked due to..., not Narayana Murthy's Infosys, - India.Com",Negative
Infosys,Infosys and Formula E Launch AI-Powered Stats Center to Boost Fan Engagement - Infosys,Negative
Infosys,Bengaluru woman meets Infosys employee who works as bike taxi rider in his free time - India Today,Positive
Infosys,"Stocks to watch today, April 11: TCS, Tata Motors, Infosys, NBCC, SJVN, Vedanta, Gensol Engineering, Biocon - ET Now",Neutral
Infosys,Infosys employee working as bike taxi rider in Bengaluru triggers online buzz as woman’s post goes viral - Mint,Neutral
Infosys,"Bad news for employees of this IT company as hundreds sacked due to..., firing took place from..., not Naraya - India.Com",Negative
Infosys,"Infosys, HCL Tech, Wipro Surge Up To 2% As IT Stocks Zoom On Trump Tariff Pause - Should You Buy? - Republic World",Neutral
Infosys,Infosys to announce Q4 results on April 17 - The Economic Times,Positive
Infosys,"Infosys layoffs: Bad news for Infosys employees as Narayana Murthy's company fires...., move set to affect... - India.Com",Negative
Infosys,"Nifty IT settles 2.5% lower as Trump doubles down on tariffs; Infosys, Mphasis lead losses, tumbling 5% - Moneycontrol",Negative
Infosys,Infosys terminates more trainees from Mysuru campus; offers alternative career path - Moneycontrol,Positive
Infosys,Infosys and AIB Extend Strategic Collaboration for Digital Transformation - PR Newswire,Neutral
Infosys,"Wipro, Persistent Systems, Coforge, Infosys: IT stocks sink as Jefferies turns cautious - Business Today",Neutral
Infosys,"Infosys, Coforge, Sagility Are Jefferies Top IT Picks Amid Tariff Volatility - NDTV Profit",Positive
Infosys,"Stocks to buy or sell today: Infosys, Asian Paints among top 6 trading ideas for 7 April 2025 - The Economic Times",Positive
Infosys,"Infosys, TCS, Wipro to HCL Technologies: Which IT stock to buy for long-term amid Trump’s tariff flare? - Mint",Neutral
Infosys,"Navigating A Sector Slowdown: TCS, Infosys BNP Paribas Top Buys On Eve Of IT Earnings - NDTV Profit",Positive
Infosys,"TCS, Accenture, Infosys lead LinkedIn’s list of best workplaces in India - The Economic Times",Positive
Infosys,Infosys expands partnership with AIB to drive digital transformation - Business Standard,Neutral
Infosys,Bengaluru Infosys employee doubles up as bike taxi rider to beat weekend blues and increase productivity - Hindustan Times,Neutral
Infosys,"IT Sector Q4 Results Preview: Macro Uncertainties To Impact; TCS, Wipro, TechM Numbers Seen Weak; Top Picks - Goodreturns",Positive
Infosys,Infosys Expands Role in AIB's Digital Transformation with AI-Powered Services - The Fast Mode,Positive
Infosys,"Infosys, TCS, HCL Tech, Tech Mahindra: IT shares see limited recovery in today's rally, here's why - Business Today",Negative
Infosys,Irish lender AIB extends alliance with Infosys - Retail Banker International,Neutral
Infosys,"TCS, Infosys, Wipro: Nirmal Bang sees midcap IT stocks to outperform, check target prices - Business Today",Neutral
Infosys,Infosys files fresh charges against Cognizant in the US court; says… - Times of India,Positive
Infosys,"'Further to the announcement...': Infosys lets go of more trainees from Mysuru campus, offers alternative roles - Business Today",Positive
Infosys,Infosys expands partnership with AIB to drive tech transformation - IBS Intelligence,Neutral
Infosys,"Infosys sues Cognizant, claims unfair trade practices in US court fight - Business Standard",Negative
Infosys,Infosys and AIB Deepen Ties to Drive Digital Transformation - Analytics India Magazine,Neutral
Infosys,"TCS, Accenture, Infosys lead LinkedIn’s 2025 list — what’s driving their dominance - CNBC TV18",Neutral
